customer_id,first_name,last_name,birth_year,email,phone,experience_level,preferred_region,previous_summits,membership_status,signup_date
b7f2a8ea-80a5-4e3a-a7cc-2f4fba80f8ca,Michael,Joseph,19,mjoseph@example.com,+1-939-460-9805,Beginner,Rockies,18,Member,2023-03-25
4e0d7167-bb35-4539-8b78-dccf29f2b23e,Brandy,Holmes,73,bholmes@example.com,686-622-5816x0200,Beginner,Cascades,2,Non-Member,2024-03-31
e07fa215-dc17-4f24-94af-94ec5d2b9429,Cristina,Leblanc,09,cleblanc@example.com,(654)766-0103,Beginner,Cascades,11,Member,2023-01-10
a25a6699-629a-4e9d-8d16-94fbc89b07df,Tammy,Jackson,85,tammy@example.com,+1-237-360-3962x24673,Beginner,Alps,6,Non-Member,2022-03-28
3708bffd-c681-42e3-a14c-db16dd91176a,Mathew,Silva,85,msilva@example.com,934.251.0756,Intermediate,Andes,16,Member,2024-06-17
2ec7b6b6-ac79-441e-8195-40b5b4ac20f2,Rachael,Thomas,04,rachael04@example.com,963-864-9541,Expert,Appalachians,16,Member,2020-12-30
96e672d8-9e99-41d2-9324-d4a7e681eb8c,Gregory,Terry,73,gregory@example.com,5639097236,Intermediate,Appalachians,13,Member,2020-01-17
a4af9e07-2981-43e9-bf95-a86ab5639f9e,Kelly,Hill,92,khill@example.com,+1-996-492-2924x229,Expert,Andes,4,Member,2020-06-01
3ca9de23-74c8-46fb-b1c4-3f6409729c1e,Daniel,Williams,93,daniel@example.com,755-510-6906x8347,Intermediate,Andes,15,Non-Member,2024-08-26
afb746e9-2ec3-421a-88a2-2908ae362e76,Dustin,Mcclain,10,dustin@example.com,256-963-7256,Expert,Appalachians,7,Non-Member,2024-02-10
6aad0017-1f89-4321-8bf6-86cc0fb2060a,Eric,White,96,ewhite@example.com,+1-441-462-8892x93553,Intermediate,Cascades,16,Non-Member,2020-05-10
fbef4082-d640-4cdf-bfe7-85c0e472b870,Spencer,Macdonald,00,spencer00@example.com,3688173238,Intermediate,Cascades,20,Non-Member,2021-05-23
c0ef34f9-c7d4-46d6-a1dc-041ed5b07ecb,Kenneth,Boone,75,kboone@example.com,666.920.5857,Expert,Appalachians,17,Member,2023-05-23
f4c1ea20-7ed0-47d3-9c00-035c9852da77,Caleb,Jacobs,99,caleb99@example.com,336-431-4693x5907,Intermediate,Himalayas,19,Member,2024-07-25
5575582a-9de9-4a50-9b47-25724eeeb6b7,Angela,Ortiz,94,angela@example.com,001-491-503-1984,Beginner,Appalachians,1,Non-Member,2020-04-13
99ac6c55-9499-4844-80a2-c7faa9c42a7e,Kelli,Small,08,kelli08@example.com,(351)734-8349,Intermediate,Andes,4,Non-Member,2020-11-15
5c402480-e915-40b1-9218-c99ba18168e7,Kevin,Lawrence,89,kevin89@example.com,692.894.1648,Intermediate,Andes,17,Non-Member,2023-02-14
feed3231-6b76-45c9-8779-eddff36f28ac,Gregory,Villa,92,gregory@example.com,575.251.2824x995,Expert,Andes,4,Non-Member,2023-07-11
685a8b99-037d-4e80-858c-eb5809dbd063,Cynthia,Mcgee,92,cynthia92@example.com,886-419-7438,Expert,Alps,12,Non-Member,2020-03-08
bf588f21-d0ef-4f9c-b26a-483976ac8881,John,Morton,74,john74@example.com,8588628121,Beginner,Appalachians,16,Non-Member,2021-11-11
486f33a2-5c31-47e1-8fec-c9cfd2849a28,Eugene,Swanson,76,eugene@example.com,(440)408-9478x6621,Expert,Rockies,13,Non-Member,2022-07-20
2e47faaf-b0f4-4589-a77f-af75634ca170,Nancy,Lopez,83,nancy83@example.com,6045706392,Beginner,Rockies,20,Member,2021-06-09
38ec79b8-a0c9-46a7-ba04-490a95918a8a,Nicole,Clark,72,nicole72@example.com,+1-943-863-3832x85469,Expert,Himalayas,5,Non-Member,2023-09-09
0bd4b32f-6ffa-438d-a30b-d2fb0d55cf83,Mary,Hammond,23,mhammond@example.com,(258)900-8821x75956,Beginner,Alps,2,Non-Member,2023-11-02
ddbfbbf6-c48b-4c9f-9240-0fb60986886f,David,Owen,92,david@example.com,2034669467,Beginner,Andes,11,Member,2022-12-19
5639542a-d72a-4702-aab2-a67deb96a867,Mark,Johnson,10,mark@example.com,(632)831-0002x52665,Expert,Appalachians,13,Member,2022-05-21
811d55e5-c797-4006-ac5e-b9fc09af6ee4,Joy,Bonilla,12,jbonilla@example.com,667-309-3021x68656,Intermediate,Cascades,2,Member,2021-11-19
b40e7fd1-437a-474a-9bdd-5436289f52c1,Meredith,Henson,71,meredith@example.com,(855)662-6328,Expert,Cascades,14,Member,2023-02-22
d67dbbc6-5bb7-47b6-82f9-b155aa90656b,Deborah,Webb,87,dwebb@example.com,(602)587-1051,Beginner,Himalayas,3,Non-Member,2022-05-30
3cfbf61c-fc3d-442f-9e6a-5c953f85bdb0,Alexa,Garrison,77,agarrison@example.com,(658)409-2121,Intermediate,Appalachians,2,Member,2020-01-22
8100fa9b-1596-4f47-b7ed-c389bdd2e9af,Laura,Fitzgerald,84,laura@example.com,800.951.1724x91510,Expert,Andes,14,Non-Member,2023-03-31
640a2f4e-05ee-4fb3-b9e1-7fdb6b486471,Alexander,Fischer,02,alexander02@example.com,317.330.1229x8035,Beginner,Andes,7,Member,2020-08-25
5dcb6e85-edd5-4916-b62f-9beef684f8af,Vanessa,Allen,15,vanessa15@example.com,+1-528-871-7335x489,Beginner,Alps,6,Non-Member,2023-12-08
147d07c4-714d-4560-88fd-27e834159882,Amanda,Shaffer,17,amanda.shaffer@example.com,+1-525-790-4813,Beginner,Himalayas,16,Member,2020-02-10
bb8b33b1-57c2-4fe2-9333-e438eed30e36,Nicole,Estrada,04,nestrada@example.com,001-768-975-8854x78134,Expert,Appalachians,20,Member,2022-07-07
31b4427c-510f-49a6-a0c6-b9d94af0a438,Tonya,Mendez,13,tmendez@example.com,378.889.8359x5068,Expert,Andes,14,Non-Member,2021-01-22
6b614f43-ef0f-499f-a497-0355cf6cb059,Angela,Johnson,81,angela81@example.com,+1-679-947-9089x2851,Beginner,Alps,2,Member,2021-12-06
708b6898-2a33-4586-b379-9da763690a66,Derrick,Wagner,70,derrick.wagner@example.com,(529)922-0245,Intermediate,Cascades,12,Member,2022-08-17
239d2cbe-c58e-45f9-a2f9-6c45588c2930,Megan,Hernandez,19,mhernandez@example.com,(687)989-0048,Expert,Himalayas,11,Non-Member,2024-04-10
0139704b-1052-42fc-9bfc-e41148509361,Jean,Hartman,11,jean.hartman@example.com,+1-971-404-3028x78880,Beginner,Andes,1,Non-Member,2024-01-01
43231a0d-20d2-4a33-bde3-d21fe03d4759,Sarah,Blake,85,sarah85@example.com,+1-372-979-8506,Expert,Appalachians,11,Non-Member,2023-04-22
47463a1a-e185-41aa-affd-8e6266583c50,Andrew,Ortiz,23,andrew23@example.com,001-555-355-7959x15667,Expert,Cascades,1,Member,2024-03-15
d10b8127-de27-444f-94bf-980078f9f0bd,Emily,Hill,16,emily.hill@example.com,577.275.8369x281,Intermediate,Appalachians,20,Non-Member,2023-09-10
82f4170b-7d81-4534-bae1-bfae25706c0e,John,Stafford,81,john.stafford@example.com,752-371-3600x57503,Beginner,Cascades,2,Member,2023-05-11
eae9cbb3-a62f-4647-8761-e5a336c71063,Austin,Garrett,07,austin@example.com,855.938.6731,Beginner,Appalachians,5,Non-Member,2021-06-23
22e6c5f9-f733-49c9-a1f5-02c5a62026c2,Shelby,Duncan,04,shelby.duncan@example.com,001-853-902-8440x93328,Beginner,Cascades,12,Member,2022-10-28
8412271d-cc81-403a-92da-bc5aae4a74c0,Vincent,Smith,76,vincent76@example.com,(345)729-0742,Expert,Andes,8,Member,2021-01-20
7c712f60-dd73-4749-abc1-cb313df487d0,Lee,Jimenez,87,lee@example.com,388-599-6732,Expert,Appalachians,20,Member,2021-08-15
937cb858-0c65-45bb-8c63-d9f458c13d7e,Regina,King,77,rking@example.com,001-888-454-6359x8422,Expert,Alps,18,Non-Member,2023-07-03
617ccb89-9088-453d-8737-a3e26ff4534b,Matthew,Black,21,mblack@example.com,9145957131,Beginner,Alps,18,Non-Member,2020-08-18
a4370d2d-ab15-4894-931b-22f46e0f5eac,David,Rogers,24,drogers@example.com,979.222.9999x47900,Intermediate,Alps,1,Non-Member,2024-06-20
dd95eb88-a2a8-43f4-bdfc-cc41611236a0,Luis,Myers,05,luis@example.com,6394198309,Expert,Appalachians,8,Member,2020-04-14
f0aeb649-cf09-4dd2-8e4d-24b22a9c6c77,James,Rivas,01,james.rivas@example.com,814-507-7556x98314,Expert,Himalayas,10,Member,2020-08-03
eac23a68-a9c4-4873-8b61-f3981bbec25e,Carlos,Brown,06,cbrown@example.com,+1-617-971-0530,Beginner,Appalachians,1,Member,2022-09-28
3ea9470c-9d43-4661-9730-628bdb82b9d5,Natalie,Johnson,73,natalie.johnson@example.com,(755)521-2833x77407,Expert,Andes,12,Non-Member,2022-10-08
18139175-15c2-46d2-b69c-1c7517def30e,Nathan,Molina,70,nathan70@example.com,(468)672-1736,Beginner,Rockies,12,Non-Member,2023-02-27
c49fe5bf-b31f-4344-9f7c-77a5b4b9ba97,Michael,Garner,96,mgarner@example.com,797.827.1029x9614,Beginner,Andes,5,Member,2020-09-13
544474b4-46ed-432b-b848-4cf2bbefd683,Jessica,Daniels,14,jdaniels@example.com,248-679-0670x7897,Beginner,Himalayas,1,Member,2020-12-10
9cdd30bd-ebf2-4894-96e3-d1e472e9bcb9,Jennifer,Krause,07,jennifer@example.com,001-583-464-3450x57546,Expert,Himalayas,12,Non-Member,2021-11-28
a8e192e6-1b4f-41fa-b0b9-2910bc1da739,Joshua,Wilson,22,joshua@example.com,(341)428-8172,Intermediate,Appalachians,8,Non-Member,2023-11-18
9b405cb8-d67e-4e21-9f12-92c73a80beaa,Jonathon,Peterson,77,jonathon77@example.com,683-394-9749,Beginner,Himalayas,15,Non-Member,2023-01-29
0547bee5-671a-479d-b8c2-b2e8f1ca0b6b,Michael,Delgado,24,michael.delgado@example.com,+1-550-750-7982,Expert,Appalachians,20,Non-Member,2023-05-11
76daa741-3b72-45f8-9f80-d2ffc6d7b455,Kevin,Warren,90,kevin.warren@example.com,(454)247-2400x49645,Intermediate,Himalayas,15,Member,2024-04-20
c7a28c65-549f-46a0-a913-ceba5af4e90e,Reginald,Shields,96,rshields@example.com,743.952.0437x51865,Intermediate,Cascades,8,Non-Member,2022-06-03
1880343c-44db-45ef-a7f0-fcb58475bf8e,Rachel,Mueller,19,rmueller@example.com,933.493.3430,Beginner,Himalayas,18,Member,2023-11-09
a2f18ae1-7412-4e2e-95bf-3ce482ad6983,David,Rivera,17,david@example.com,392-864-7601x1379,Beginner,Andes,15,Non-Member,2024-02-26
d97fd53e-6924-4d72-bf48-f31a95e04005,Gary,Rose,70,gary.rose@example.com,+1-614-993-6744,Intermediate,Himalayas,14,Non-Member,2021-03-24
30f9ddd8-82ca-40a8-88bf-95a97bd4590e,Christopher,Herman,77,christopher77@example.com,206.253.5748x5613,Expert,Rockies,13,Member,2020-09-25
b004e43f-14ee-4471-a904-9ae28edfc0f3,Michael,Bryant,16,michael16@example.com,+1-870-445-0435x902,Expert,Appalachians,3,Member,2023-09-19
34b6b27a-cba4-4935-9880-44b9b3837b19,Melissa,Kramer,77,melissa.kramer@example.com,(701)328-5433,Intermediate,Himalayas,0,Member,2021-07-04
58cf88fe-a218-488c-a477-f7caf460fc5f,Amber,Church,02,amber@example.com,001-694-251-3190x090,Intermediate,Alps,5,Non-Member,2023-01-27
4f1c8834-5244-4af7-b776-246f72f6b697,Randy,Gould,16,rgould@example.com,618.675.6945x5421,Intermediate,Cascades,14,Member,2021-02-14
f82bf6a5-6bd4-433d-afff-fa0caca7e07a,Robert,Williams,07,rwilliams@example.com,350.732.5093,Intermediate,Alps,6,Member,2021-06-28
bec33771-c346-4bfe-b784-9695e89a4605,Maria,Cruz,95,maria95@example.com,+1-968-925-6486x68878,Expert,Rockies,6,Member,2023-03-07
bab31e78-467d-4ec4-93ab-fafc88b7b88b,Adam,Hall,19,adam.hall@example.com,(995)743-4138x7098,Expert,Himalayas,20,Non-Member,2021-05-06
c241473b-f55a-49ae-af22-5a46b160b84b,Michael,Little,24,mlittle@example.com,9238724567,Beginner,Appalachians,2,Member,2020-01-24
b70ed054-b32b-4db4-b13c-2e5ff850b18d,Richard,Boyle,06,richard06@example.com,575.293.4064x174,Expert,Andes,5,Non-Member,2022-03-12
d1c4ff93-1845-413a-8ed7-0797beacff1c,John,Obrien,02,jobrien@example.com,817-699-2794,Expert,Appalachians,16,Non-Member,2021-04-23
c1845ae0-f62c-4675-bab7-73203f165928,Kevin,Henderson,77,kevin.henderson@example.com,347-796-2901,Intermediate,Alps,20,Non-Member,2022-09-02
84f53e5d-8b88-40f5-bcbe-f3b9cec106c9,Stacy,Frost,93,stacy@example.com,001-452-587-7087x75861,Intermediate,Andes,15,Member,2022-06-26
f446af84-a9a7-4c8d-92df-2042b0c65469,Lorraine,Morris,86,lmorris@example.com,+1-427-802-6181x375,Intermediate,Rockies,18,Member,2021-08-13
dc6a9ba9-df21-4519-8ee9-335a3356a4a2,Amber,Solis,99,amber99@example.com,001-914-586-9937x5259,Intermediate,Alps,7,Non-Member,2022-09-22
4548a347-5c26-4a51-92b0-2cfc8b970e17,Kylie,Chen,11,kylie@example.com,898.713.2197,Intermediate,Alps,2,Member,2022-08-01
0f1146b2-9f89-4d1d-aaed-d08e75eda3ec,Ryan,Lewis,85,ryan@example.com,726-675-0886x44924,Expert,Rockies,8,Member,2020-11-25
96ca874d-c47f-4d39-b825-3c69ba1a8411,Ruth,Weaver,95,ruth95@example.com,729.765.3218x68226,Expert,Rockies,2,Member,2020-11-28
800b48a3-2af3-4f50-9b29-34853414b4dc,Stephanie,Hood,94,shood@example.com,617.959.5154,Expert,Andes,8,Non-Member,2022-10-24
c4f1a1e7-de35-41f4-9bfa-10249031e669,Kelly,Parsons,94,kelly94@example.com,001-626-863-0321x11325,Beginner,Alps,4,Non-Member,2024-03-20
d29e11b7-9668-4dd3-b13b-8c4b87ac5bca,Laura,Johnson,85,laura85@example.com,431-928-6242x0421,Beginner,Cascades,1,Non-Member,2020-08-05
362b7943-a35c-41ca-9d85-5917f2d156c4,Zachary,Davis,77,zachary.davis@example.com,(818)613-9112x40808,Beginner,Himalayas,0,Non-Member,2023-04-05
6e1099d4-f30f-4994-b034-18563f07bcef,Susan,Anderson,04,susan@example.com,+1-421-242-2350x279,Expert,Alps,4,Member,2022-09-13
9e7cb1f1-3e04-4194-9151-a59424790c49,Kelly,Smith,87,kelly@example.com,(534)361-6677,Intermediate,Alps,19,Non-Member,2021-03-10
8633cb21-eeb8-41cd-a571-2255d27374fb,Chelsea,Bell,96,chelsea.bell@example.com,(332)736-3221x23250,Intermediate,Himalayas,1,Member,2023-07-12
d8114def-ed98-4cb3-8ecb-5204505ac2be,Nicole,Owen,02,nicole02@example.com,+1-484-373-3810x7300,Intermediate,Alps,14,Member,2024-09-23
dca3951f-57cd-4820-9280-63cb7c753d8f,Ashley,Woods,73,ashley@example.com,981.955.4326x7172,Intermediate,Himalayas,2,Member,2022-09-19
d3a1b387-3758-460e-af64-0accd450cec8,Laura,Estrada,86,lestrada@example.com,+1-596-208-3844x660,Beginner,Appalachians,11,Member,2024-07-12
050a08f0-226b-4388-8f5c-998c2cae989b,Cynthia,Obrien,15,cynthia.obrien@example.com,5438783055,Intermediate,Appalachians,20,Non-Member,2023-09-16
